Case Type,Status,Request Received (Year),Request Received (Month),Request Closed (Year),Request Closed (Month),Case Active Days at Closure,Case Active Days (grouped),Closed on Time?,Reason (grouped),Number of Records
FOIA Appeals,Closed,2018,December,2019,October,233,More than 60 days used,0,No Information Held on How Closed,1
FOIA Case,Closed,2018,December,2019,May,122,More than 60 days used,late,Business as Usual,1
FOIA Case,Closed,2018,December,2018,December,7,Up to 20 days used,on time,Refused: Sec 12 Excess Cost,1
FOIA Case,Closed,2018,December,2019,January,28,Up to 40 days used,late,Refused: Full or Partial NCND,1
FOIA Case,Closed,2018,December,2019,January,21,Up to 40 days used,late,Refused: Sec 12 Excess Cost,1
FOIA Case,Closed,2018,December,2019,March,59,Up to 60 days used,late,Refused: Other Sec of Act appplied,1
FOIA Case,Closed,2018,December,2019,January,14,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2018,December,2019,January,23,Up to 40 days used,late,Refused: Other Sec of Act appplied,1
FOIA Case,Closed,2018,December,2019,January,33,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Closed,2018,December,2019,January,28,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2018,December,2019,July,146,More than 60 days used,late,Request Withdrawn by Applicant,1
FOIA Case,Closed,2018,December,2019,March,65,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2018,December,2018,December,8,Up to 20 days used,on time,Request Withdrawn by Applicant,1
FOIA Case,Closed,2018,December,2019,September,199,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2018,December,2018,December,7,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Closed,2018,December,2019,March,78,More than 60 days used,late,Refused: Sec 12 Excess Cost,1
FOIA Case,Closed,2018,December,2018,December,13,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2018,December,2019,January,32,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2018,December,2019,March,68,More than 60 days used,late,Partial Disclosure,1
FOIA Case,Closed,2018,December,2019,March,67,More than 60 days used,late,Partial Disclosure,1
FOIA Complaints,Closed,2018,December,2018,December,10,Up to 20 days used,0,No Information Held on How Closed,1
FOIA Case,Closed,2018,December,2019,May,23,Up to 40 days used,late,Refused: Other Sec of Act appplied,1
FOIA Case,Closed,2018,December,2018,December,7,Up to 20 days used,on time,Refused: Full or Partial NCND,1
FOIA Case,Closed,2018,December,2019,January,31,Up to 40 days used,late,Refused: Sec 12 Excess Cost,1
FOIA Case,Closed,2018,December,2019,February,48,Up to 60 days used,late,Partial Disclosure,1
FOIA Case,Closed,2018,December,2019,January,23,Up to 40 days used,late,Refused: Sec 12 Excess Cost,1
FOIA Case,Closed,2018,December,2019,October,211,More than 60 days used,late,Refused: Sec 12 Excess Cost,1
FOIA Case,Closed,2018,December,2019,February,39,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Closed,2018,December,2019,April,83,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2018,December,2019,February,46,Up to 60 days used,late,Partial Disclosure,1
FOIA Case,Closed,2018,December,2019,January,21,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2018,December,2018,December,6,Up to 20 days used,on time,Refused: Sec 12 Excess Cost,1
FOIA Case,Closed,2018,December,2019,December,257,More than 60 days used,late,Partial Disclosure,1
FOIA Case,Closed,2018,December,2019,January,17,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Closed,2018,December,2018,December,10,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2018,December,2019,January,14,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Closed,2018,December,2018,December,8,Up to 20 days used,on time,Refused: Sec 21/22 Information in Public Domain,1
FOIA Case,Closed,2018,December,2019,January,20,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2018,December,2019,May,23,Up to 40 days used,late,Refused: Full or Partial NCND,1
FOIA Case,Closed,2018,December,2019,January,33,Up to 40 days used,late,Partial Disclosure,1
FOIA Complaints,Closed,2018,December,2019,February,11,Up to 20 days used,0,No Information Held on How Closed,1
FOIA Complaints,Closed,2018,December,2019,March,34,Up to 40 days used,0,No Information Held on How Closed,1
FOIA Case,Closed,2018,December,2018,December,5,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2018,December,2019,January,30,Up to 40 days used,late,Full Disclosure,1
FOIA Complaints,Closed,2018,December,2019,January,0,Up to 20 days used,0,No Information Held on How Closed,1
FOIA Case,Closed,2018,December,2019,February,36,Up to 40 days used,late,Refused: Sec 12 Excess Cost,1
FOIA Case,Closed,2018,December,2018,December,3,Up to 20 days used,on time,Refused: Full or Partial NCND,1
FOIA Case,Closed,2018,December,2019,February,48,Up to 60 days used,late,Full Disclosure,1
FOIA Complaints,Closed,2018,December,2018,December,2,Up to 20 days used,0,No Information Held on How Closed,1
FOIA Complaints,Closed,2018,December,2018,December,6,Up to 20 days used,0,No Information Held on How Closed,1
FOIA Case,Closed,2018,December,2019,February,41,Up to 60 days used,late,Refused: Sec 14 Vexatious,1
FOIA Case,Closed,2018,December,2019,January,16,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Closed,2018,December,2019,April,78,More than 60 days used,late,Partial Disclosure,1
FOIA Case,Closed,2018,December,2019,April,79,More than 60 days used,late,Partial Disclosure,1
FOIA Case,Closed,2018,December,2019,February,40,Up to 40 days used,late,Refused: Sec 12 Excess Cost,1
FOIA Case,Closed,2018,December,2019,March,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Closed,2018,December,2019,January,19,Up to 20 days used,on time,Refused: Other Sec of Act appplied,1
FOIA Case,Closed,2018,December,2019,January,18,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2018,December,2019,April,82,More than 60 days used,late,Partial Disclosure,1
FOIA Case,Closed,2018,December,2019,January,27,Up to 40 days used,late,Refused: Sec 12 Excess Cost,1
FOIA Case,Closed,2018,December,2018,December,5,Up to 20 days used,on time,Refused: Sec 12 Excess Cost,1
FOIA Case,Closed,2018,December,2019,June,123,More than 60 days used,late,Refused: Sec 12 Excess Cost,1
FOIA Complaints,Closed,2018,December,2018,December,7,Up to 20 days used,0,No Information Held on How Closed,1
FOIA Case,Closed,2018,December,2019,January,10,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2018,December,2019,January,16,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2018,December,2019,February,42,Up to 60 days used,late,Refused: Other Sec of Act appplied,1
FOIA Case,Closed,2018,December,2019,January,17,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2018,December,2019,February,49,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2018,December,2019,July,133,More than 60 days used,late,Refused: Sec 12 Excess Cost,1
FOIA Case,Closed,2018,December,2019,May,104,More than 60 days used,late,Refused: Full or Partial NCND,1
FOIA Case,Closed,2018,December,2019,January,0,Up to 20 days used,on time,Refused: Sec 14 Vexatious,1
FOIA Case,Closed,2018,December,2019,January,16,Up to 20 days used,on time,Refused: Other Sec of Act appplied,1
FOIA Case,Closed,2018,December,2019,July,142,More than 60 days used,late,Refused: Sec 12 Excess Cost,1
FOIA Complaints,Closed,2018,December,2018,December,5,Up to 20 days used,0,No Information Held on How Closed,1
FOIA Case,Closed,2018,December,2019,January,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Closed,2018,December,2018,December,6,Up to 20 days used,on time,Refused: Full or Partial NCND,1
FOIA Case,Closed,2018,December,2019,September,183,More than 60 days used,late,Partial Disclosure,1
FOIA Case,Closed,2018,December,2019,January,11,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Closed,2018,December,2019,November,227,More than 60 days used,late,No Information Held on How Closed,1
FOIA Case,Closed,2018,December,2019,December,252,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2018,December,2019,February,22,Up to 40 days used,late,Request Withdrawn by Applicant,1
FOIA Case,Closed,2018,December,2019,February,49,Up to 60 days used,late,Refused: Sec 12 Excess Cost,1
FOIA Complaints,Closed,2018,December,2018,December,4,Up to 20 days used,0,No Information Held on How Closed,1
FOIA Case,Closed,2018,December,2019,July,153,More than 60 days used,late,Partial Disclosure,1
FOIA Case,Closed,2018,December,2019,January,29,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2018,December,2019,March,60,Up to 60 days used,late,Partial Disclosure,1
FOIA Case,Closed,2018,December,2019,February,33,Up to 40 days used,late,Partial Disclosure,1
FOIA Case,Closed,2018,December,2019,January,15,Up to 20 days used,on time,Refused: Sec 12 Excess Cost,1
FOIA Case,Closed,2018,December,2018,December,1,Up to 20 days used,on time,Refused: Full or Partial NCND,1
FOIA Case,Closed,2018,December,2019,January,14,Up to 20 days used,on time,Partial Disclosure,1
FOIA Case,Closed,2018,December,2019,January,15,Up to 20 days used,on time,Refused: Full or Partial NCND,1
FOIA Case,Closed,2018,December,2019,March,51,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2018,December,2019,January,10,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Closed,2018,December,2019,February,34,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2018,December,2019,April,90,More than 60 days used,late,Refused: Sec 12 Excess Cost,1
FOIA Case,Closed,2018,December,2019,January,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Closed,2018,December,2019,February,33,Up to 40 days used,late,Refused: Sec 12 Excess Cost,1
FOIA Case,Closed,2018,December,2019,February,35,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2018,December,2019,January,18,Up to 20 days used,on time,Partial Disclosure,1
FOIA Case,Closed,2018,December,2019,November,243,More than 60 days used,late,Refused: Full or Partial NCND,1
FOIA Case,Closed,2018,December,2019,January,5,Up to 20 days used,on time,Request Withdrawn by Applicant,1
FOIA Case,Closed,2018,December,2019,February,39,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2018,December,2019,February,36,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2018,December,2019,January,18,Up to 20 days used,on time,Refused: Full or Partial NCND,1
FOIA Case,Closed,2018,December,2019,February,30,Up to 40 days used,late,Refused: Full or Partial NCND,1
FOIA Case,Closed,2018,December,2019,March,50,Up to 60 days used,late,Refused: Sec 12 Excess Cost,1
FOIA Case,Closed,2018,December,2019,February,31,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2018,December,2019,January,8,Up to 20 days used,on time,Refused: Sec 12 Excess Cost,1
FOIA Case,Closed,2018,December,2019,April,79,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2018,December,2018,December,4,Up to 20 days used,on time,Refused: Full or Partial NCND,1
FOIA Case,Closed,2018,December,2019,March,15,Up to 20 days used,on time,Refused: Full or Partial NCND,1
FOIA Case,Closed,2018,December,2019,November,232,More than 60 days used,late,Refused: Sec 12 Excess Cost,1
FOIA Case,Closed,2018,December,2019,January,7,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2018,December,2019,March,58,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2018,December,2019,February,17,Up to 20 days used,on time,Request Withdrawn by Applicant,1
FOIA Case,Closed,2018,December,2019,March,65,More than 60 days used,late,Refused: Sec 12 Excess Cost,1
FOIA Case,Closed,2018,December,2019,April,70,More than 60 days used,late,Refused: Sec 12 Excess Cost,1
FOIA Case,Closed,2018,December,2019,January,6,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Closed,2018,December,2019,January,3,Up to 20 days used,on time,Refused: Repeat/Duplicate Request,1
FOIA Case,Closed,2018,December,2019,February,35,Up to 40 days used,late,Partial Disclosure,1
FOIA Case,Closed,2018,December,2019,January,8,Up to 20 days used,on time,Refused: Sec 21/22 Information in Public Domain,1
FOIA Case,Closed,2018,December,2019,February,38,Up to 40 days used,late,Refused: Sec 12 Excess Cost,1
FOIA Case,Closed,2018,December,2019,February,26,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2019,January,2019,March,61,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2018,December,2019,January,12,Up to 20 days used,on time,Refused: Sec 12 Excess Cost,1
FOIA Case,Closed,2018,December,2019,January,11,Up to 20 days used,on time,Refused: Other Sec of Act appplied,1
FOIA Case,Closed,2018,December,2019,January,3,Up to 20 days used,on time,Request closed by MPS: Invalid,1
FOIA Case,Closed,2018,December,2019,January,20,Up to 20 days used,on time,Refused: Full or Partial NCND,1
FOIA Case,Closed,2018,December,2019,January,6,Up to 20 days used,on time,Refused: Full or Partial NCND,1
FOIA Case,Closed,2018,December,2019,February,19,Up to 20 days used,on time,Request Withdrawn by Applicant,1
FOIA Case,Closed,2018,December,2019,January,12,Up to 20 days used,on time,Full Disclosure,1
FOIA Complaints,Closed,2019,January,2019,July,0,Up to 20 days used,0,No Information Held on How Closed,1
FOIA Case,Closed,2018,December,2019,March,9,Up to 20 days used,on time,Request Withdrawn by Applicant,1
FOIA Case,Closed,2018,December,2019,January,3,Up to 20 days used,on time,Refused: Full or Partial NCND,1
FOIA Case,Closed,2019,January,2019,January,8,Up to 20 days used,on time,Refused: Sec 12 Excess Cost,1
FOIA Case,Closed,2019,January,2019,April,66,More than 60 days used,late,Refused: Sec 14 Vexatious,1
FOIA Case,Closed,2019,January,2019,January,8,Up to 20 days used,on time,Refused: Full or Partial NCND,1
FOIA Case,Closed,2018,December,2019,January,17,Up to 20 days used,on time,Refused: Other Sec of Act appplied,1
FOIA Case,Closed,2019,January,2019,January,22,Up to 40 days used,late,Full Disclosure,1
FOIA Complaints,Closed,2019,January,2019,January,10,Up to 20 days used,0,No Information Held on How Closed,1
FOIA Case,Closed,2019,January,2019,January,20,Up to 20 days used,on time,Refused: Full or Partial NCND,1
FOIA Case,Closed,2019,January,2019,January,11,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2019,January,2019,February,24,Up to 40 days used,late,Refused: Other Sec of Act appplied,1
FOIA Tribunal,Closed,2018,December,2020,January,227,More than 60 days used,0,Refused: Repeat/Duplicate Request,1
FOIA Case,Closed,2019,January,2019,March,48,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2019,January,2019,March,52,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2019,January,2019,January,0,Up to 20 days used,on time,Refused: Sec 14 Vexatious,1
FOIA Case,Closed,2019,January,2019,January,13,Up to 20 days used,on time,Refused: Sec 12 Excess Cost,1
FOIA Case,Closed,2019,January,2019,January,9,Up to 20 days used,on time,Refused: Sec 12 Excess Cost,1
FOIA Case,Closed,2019,January,2019,January,19,Up to 20 days used,on time,Full Disclosure,1
FOIA Case,Closed,2019,January,2019,March,50,Up to 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2019,January,2019,February,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Closed,2018,December,2019,March,63,More than 60 days used,late,Refused: Sec 12 Excess Cost,1
FOIA Case,Closed,2019,January,2019,January,20,Up to 20 days used,on time,Refused: Sec 12 Excess Cost,1
FOIA Case,Closed,2019,January,2019,February,29,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2019,January,2019,January,1,Up to 20 days used,on time,Refused: Full or Partial NCND,1
FOIA Case,Closed,2019,January,2019,April,69,More than 60 days used,late,Full Disclosure,1
FOIA Case,Closed,2019,January,2019,February,30,Up to 40 days used,late,Full Disclosure,1
FOIA Case,Closed,2019,January,2019,March,25,Up to 40 days used,late,Refused: Sec 14 Vexatious,1
FOIA Case,Closed,2019,January,2019,March,56,Up to 60 days used,late,Full Disclosure,1
